id,place_id/id,other_id/id,relation,source
link_w624377731_w624674052,place_w624377731,place_w624674052,adjacent,osm
link_w624377731_r8677481,place_w624377731,place_r8677481,adjacent,osm
link_w624377731_r8677409,place_w624377731,place_r8677409,adjacent,osm
link_w624377731_w624669129,place_w624377731,place_w624669129,adjacent,osm
link_w624377731_r8677315,place_w624377731,place_r8677315,adjacent,osm
link_w624377731_w624661253,place_w624377731,place_w624661253,adjacent,osm
link_r8672852_r8676971,place_r8672852,place_r8676971,adjacent,osm
link_r8672852_w624631419,place_r8672852,place_w624631419,adjacent,osm
link_r8672852_r8676940,place_r8672852,place_r8676940,adjacent,osm
link_r8672852_w624630253,place_r8672852,place_w624630253,adjacent,osm
link_r8672852_w624403416,place_r8672852,place_w624403416,adjacent,osm
link_r8672852_r8673217,place_r8672852,place_r8673217,adjacent,osm
link_r8672852_w624656958,place_r8672852,place_w624656958,adjacent,osm
link_r8672852_r8677296,place_r8672852,place_r8677296,adjacent,osm
link_r8672852_r8677247,place_r8672852,place_r8677247,adjacent,osm
link_r8672852_w624653131,place_r8672852,place_w624653131,adjacent,osm
link_r8672852_w624646391,place_r8672852,place_w624646391,adjacent,osm
link_r8672852_r8677159,place_r8672852,place_r8677159,adjacent,osm
link_w624379045_r8676971,place_w624379045,place_r8676971,adjacent,osm
link_w624379045_w624631419,place_w624379045,place_w624631419,adjacent,osm
link_w624379045_r8676940,place_w624379045,place_r8676940,adjacent,osm
link_w624379045_w624630253,place_w624379045,place_w624630253,adjacent,osm
link_w624379045_w624403416,place_w624379045,place_w624403416,adjacent,osm
link_w624379045_r8673217,place_w624379045,place_r8673217,adjacent,osm
link_w624379045_w624656958,place_w624379045,place_w624656958,adjacent,osm
link_w624379045_r8677296,place_w624379045,place_r8677296,adjacent,osm
link_w624379045_r8677247,place_w624379045,place_r8677247,adjacent,osm
link_w624379045_w624653131,place_w624379045,place_w624653131,adjacent,osm
link_w624379045_w624646391,place_w624379045,place_w624646391,adjacent,osm
link_w624379045_r8677159,place_w624379045,place_r8677159,adjacent,osm
link_r8669616_r8666437,place_r8669616,place_r8666437,adjacent,osm
link_r8669616_r8669623,place_r8669616,place_r8669623,adjacent,osm
link_r8669616_r8666354,place_r8669616,place_r8666354,adjacent,osm
link_r8669616_r8677182,place_r8669616,place_r8677182,adjacent,osm
link_r8669616_r8673072,place_r8669616,place_r8673072,adjacent,osm
link_r8669616_r8677338,place_r8669616,place_r8677338,adjacent,osm
link_r8666354_r8666302,place_r8666354,place_r8666302,adjacent,osm
link_r8666354_r8666437,place_r8666354,place_r8666437,adjacent,osm
link_r8666354_r8677142,place_r8666354,place_r8677142,adjacent,osm
link_r8666354_r8677182,place_r8666354,place_r8677182,adjacent,osm
link_r8666437_r8666248,place_r8666437,place_r8666248,adjacent,osm
link_r8666437_r8669726,place_r8666437,place_r8669726,adjacent,osm
link_r8666437_r8666213,place_r8666437,place_r8666213,adjacent,osm
link_r8666437_r8666302,place_r8666437,place_r8666302,adjacent,osm
link_r8666437_r8669623,place_r8666437,place_r8669623,adjacent,osm
link_r8666302_r8666248,place_r8666302,place_r8666248,adjacent,osm
link_r8666302_r8666213,place_r8666302,place_r8666213,adjacent,osm
link_r8666302_r8677142,place_r8666302,place_r8677142,adjacent,osm
link_r8666213_r8665560,place_r8666213,place_r8665560,adjacent,osm
link_r8666213_r8666248,place_r8666213,place_r8666248,adjacent,osm
link_r8666248_r8665560,place_r8666248,place_r8665560,adjacent,osm
link_r8669623_r8672435,place_r8669623,place_r8672435,adjacent,osm
link_r8669623_r8673072,place_r8669623,place_r8673072,adjacent,osm
link_r8672979_r8686636,place_r8672979,place_r8686636,adjacent,osm
link_r8672979_w625155083,place_r8672979,place_w625155083,adjacent,osm
link_w624384914_r8686636,place_w624384914,place_r8686636,adjacent,osm
link_w624384914_w625155083,place_w624384914,place_w625155083,adjacent,osm
link_r8673034_r8681906,place_r8673034,place_r8681906,adjacent,osm
link_r8673034_r8681896,place_r8673034,place_r8681896,adjacent,osm
link_r8673034_r8677646,place_r8673034,place_r8677646,adjacent,osm
link_r8673034_r8673011,place_r8673034,place_r8673011,adjacent,osm
link_r8672435_r8673072,place_r8672435,place_r8673072,adjacent,osm
link_r8672435_r8673103,place_r8672435,place_r8673103,adjacent,osm
link_r8673072_r8677182,place_r8673072,place_r8677182,adjacent,osm
link_r8673072_r8673103,place_r8673072,place_r8673103,adjacent,osm
link_r8673072_r8677338,place_r8673072,place_r8677338,adjacent,osm
link_r8672684_r8672528,place_r8672684,place_r8672528,adjacent,osm
link_r8672684_r8672579,place_r8672684,place_r8672579,adjacent,osm
link_r8672684_r8673285,place_r8672684,place_r8673285,adjacent,osm
link_r8672684_r8673146,place_r8672684,place_r8673146,adjacent,osm
link_r8672684_r8688989,place_r8672684,place_r8688989,adjacent,osm
link_r8672684_r8673036,place_r8672684,place_r8673036,adjacent,osm
link_r8672228_r8669768,place_r8672228,place_r8669768,adjacent,osm
link_r8672228_r8669677,place_r8672228,place_r8669677,adjacent,osm
link_r8672228_r8672143,place_r8672228,place_r8672143,adjacent,osm
link_r8672228_r8673193,place_r8672228,place_r8673193,adjacent,osm
link_r8672143_r8669677,place_r8672143,place_r8669677,adjacent,osm
link_r8672143_r8673193,place_r8672143,place_r8673193,adjacent,osm
link_r8672143_r8672491,place_r8672143,place_r8672491,adjacent,osm
link_r8672143_r8673146,place_r8672143,place_r8673146,adjacent,osm
link_r8673217_r8686636,place_r8673217,place_r8686636,adjacent,osm
link_r8673217_w625155083,place_r8673217,place_w625155083,adjacent,osm
link_r8673217_r8676940,place_r8673217,place_r8676940,adjacent,osm
link_r8673217_w624630253,place_r8673217,place_w624630253,adjacent,osm
link_w624403416_r8686636,place_w624403416,place_r8686636,adjacent,osm
link_w624403416_w625155083,place_w624403416,place_w625155083,adjacent,osm
link_w624403416_r8676940,place_w624403416,place_r8676940,adjacent,osm
link_w624403416_w624630253,place_w624403416,place_w624630253,adjacent,osm
link_r8673146_r8673193,place_r8673146,place_r8673193,adjacent,osm
link_r8673146_r8688989,place_r8673146,place_r8688989,adjacent,osm
link_r8672485_r8672512,place_r8672485,place_r8672512,adjacent,osm
link_r8672485_w624674052,place_r8672485,place_w624674052,adjacent,osm
link_r8672485_r8677481,place_r8672485,place_r8677481,adjacent,osm
link_r8672485_r8672375,place_r8672485,place_r8672375,adjacent,osm
link_r8672485_w624713899,place_r8672485,place_w624713899,adjacent,osm
link_r8672485_r8678068,place_r8672485,place_r8678068,adjacent,osm
link_r8673103_r8672689,place_r8673103,place_r8672689,adjacent,osm
link_r8673103_r20194149,place_r8673103,place_r20194149,adjacent,osm
link_r8673103_r8678165,place_r8673103,place_r8678165,adjacent,osm
link_r8673103_r8677338,place_r8673103,place_r8677338,adjacent,osm
link_r8673261_r8670459,place_r8673261,place_r8670459,adjacent,osm
link_r8673261_r8670206,place_r8673261,place_r8670206,adjacent,osm
link_r8673261_r8666199,place_r8673261,place_r8666199,adjacent,osm
link_r8669677_r8669894,place_r8669677,place_r8669894,adjacent,osm
link_r8669677_r8670105,place_r8669677,place_r8670105,adjacent,osm
link_r8669677_r8669768,place_r8669677,place_r8669768,adjacent,osm
link_r8673779_w624438124,place_r8673779,place_w624438124,adjacent,osm
link_r8673779_r8673916,place_r8673779,place_r8673916,adjacent,osm
link_w624433211_w624438124,place_w624433211,place_w624438124,adjacent,osm
link_w624433211_r8673916,place_w624433211,place_r8673916,adjacent,osm
link_r8675620_r8683059,place_r8675620,place_r8683059,adjacent,osm
link_r8675620_r8678581,place_r8675620,place_r8678581,adjacent,osm
link_r8675620_r8675669,place_r8675620,place_r8675669,adjacent,osm
link_r8675620_r8674726,place_r8675620,place_r8674726,adjacent,osm
link_r8676036_r8676101,place_r8676036,place_r8676101,adjacent,osm
link_r8676036_r8677743,place_r8676036,place_r8677743,adjacent,osm
link_r8676036_r8676533,place_r8676036,place_r8676533,adjacent,osm
link_r8676036_r8676614,place_r8676036,place_r8676614,adjacent,osm
link_r8676905_w624672539,place_r8676905,place_w624672539,adjacent,osm
link_r8676905_r8677519,place_r8676905,place_r8677519,adjacent,osm
link_w624611268_w624672539,place_w624611268,place_w624672539,adjacent,osm
link_w624611268_r8677519,place_w624611268,place_r8677519,adjacent,osm
link_r8676918_r8677910,place_r8676918,place_r8677910,adjacent,osm
link_r8676918_r8673317,place_r8676918,place_r8673317,adjacent,osm
link_r8676940_r8686636,place_r8676940,place_r8686636,adjacent,osm
link_r8676940_w625155083,place_r8676940,place_w625155083,adjacent,osm
link_r8676940_r8676971,place_r8676940,place_r8676971,adjacent,osm
link_r8676940_w624631419,place_r8676940,place_w624631419,adjacent,osm
link_w624630253_r8686636,place_w624630253,place_r8686636,adjacent,osm
link_w624630253_w625155083,place_w624630253,place_w625155083,adjacent,osm
link_w624630253_r8676971,place_w624630253,place_r8676971,adjacent,osm
link_w624630253_w624631419,place_w624630253,place_w624631419,adjacent,osm
link_r8676958_r8676928,place_r8676958,place_r8676928,adjacent,osm
link_r8676958_r8683060,place_r8676958,place_r8683060,adjacent,osm
link_r8676958_r8677312,place_r8676958,place_r8677312,adjacent,osm
link_r8676958_r8677242,place_r8676958,place_r8677242,adjacent,osm
link_r8676976_r20194083,place_r8676976,place_r20194083,adjacent,osm
link_r8676976_r8677045,place_r8676976,place_r8677045,adjacent,osm
link_r8676976_r8677257,place_r8676976,place_r8677257,adjacent,osm
link_r8676976_r8677021,place_r8676976,place_r8677021,adjacent,osm
link_r8676976_r8677294,place_r8676976,place_r8677294,adjacent,osm
link_r8676976_r8677311,place_r8676976,place_r8677311,adjacent,osm
link_r8676976_r20194119,place_r8676976,place_r20194119,adjacent,osm
link_r8676971_r8686636,place_r8676971,place_r8686636,adjacent,osm
link_r8676971_w625155083,place_r8676971,place_w625155083,adjacent,osm
link_w624631419_r8686636,place_w624631419,place_r8686636,adjacent,osm
link_w624631419_w625155083,place_w624631419,place_w625155083,adjacent,osm
link_r8673193_r8669768,place_r8673193,place_r8669768,adjacent,osm
link_r8673193_r8677011,place_r8673193,place_r8677011,adjacent,osm
link_r8673193_r8688989,place_r8673193,place_r8688989,adjacent,osm
link_r8677045_r20194083,place_r8677045,place_r20194083,adjacent,osm
link_r8677045_r8677092,place_r8677045,place_r8677092,adjacent,osm
link_r8677045_r8677021,place_r8677045,place_r8677021,adjacent,osm
link_r8677092_r20194083,place_r8677092,place_r20194083,adjacent,osm
link_r8677093_r8678055,place_r8677093,place_r8678055,adjacent,osm
link_r8672184_r8672139,place_r8672184,place_r8672139,adjacent,osm
link_r8677096_r8682594,place_r8677096,place_r8682594,adjacent,osm
link_r8677096_r8677097,place_r8677096,place_r8677097,adjacent,osm
link_r8677096_r8670528,place_r8677096,place_r8670528,adjacent,osm
link_r8677096_r8682918,place_r8677096,place_r8682918,adjacent,osm
link_r8677099_r8677100,place_r8677099,place_r8677100,adjacent,osm
link_r8677099_r8682369,place_r8677099,place_r8682369,adjacent,osm
link_r8677099_r8677101,place_r8677099,place_r8677101,adjacent,osm
link_r8677099_r20197190,place_r8677099,place_r20197190,adjacent,osm
link_r8677099_r8677098,place_r8677099,place_r8677098,adjacent,osm
link_r8677099_r8672784,place_r8677099,place_r8672784,adjacent,osm
link_r8677100_r8682407,place_r8677100,place_r8682407,adjacent,osm
link_r8677100_r8677305,place_r8677100,place_r8677305,adjacent,osm
link_r8677100_r8682370,place_r8677100,place_r8682370,adjacent,osm
link_r8677100_r8682369,place_r8677100,place_r8682369,adjacent,osm
link_r8677100_r8677101,place_r8677100,place_r8677101,adjacent,osm
link_r8677100_r20197190,place_r8677100,place_r20197190,adjacent,osm
link_r8672419_r14379447,place_r8672419,place_r14379447,adjacent,osm
link_r8672419_r8672842,place_r8672419,place_r8672842,adjacent,osm
link_r8672419_r8677095,place_r8672419,place_r8677095,adjacent,osm
link_r8677134_r8677147,place_r8677134,place_r8677147,adjacent,osm
link_r8677134_w624645059,place_r8677134,place_w624645059,adjacent,osm
link_r8677134_w625040529,place_r8677134,place_w625040529,adjacent,osm
link_r8677134_r8682400,place_r8677134,place_r8682400,adjacent,osm
link_r8677134_w624728328,place_r8677134,place_w624728328,adjacent,osm
link_r8677134_r8678218,place_r8677134,place_r8678218,adjacent,osm
link_r8677134_r8682392,place_r8677134,place_r8682392,adjacent,osm
link_r8677134_w625038925,place_r8677134,place_w625038925,adjacent,osm
link_w624643621_r8677147,place_w624643621,place_r8677147,adjacent,osm
link_w624643621_w624645059,place_w624643621,place_w624645059,adjacent,osm
link_w624643621_w625040529,place_w624643621,place_w625040529,adjacent,osm
link_w624643621_r8682400,place_w624643621,place_r8682400,adjacent,osm
link_w624643621_w624728328,place_w624643621,place_w624728328,adjacent,osm
link_w624643621_r8678218,place_w624643621,place_r8678218,adjacent,osm
link_w624643621_r8682392,place_w624643621,place_r8682392,adjacent,osm
link_w624643621_w625038925,place_w624643621,place_w625038925,adjacent,osm
link_r8677142_r8677182,place_r8677142,place_r8677182,adjacent,osm
link_r8677142_r8677149,place_r8677142,place_r8677149,adjacent,osm
link_r8677142_r8677156,place_r8677142,place_r8677156,adjacent,osm
link_r8677147_w624646391,place_r8677147,place_w624646391,adjacent,osm
link_r8677147_r8677159,place_r8677147,place_r8677159,adjacent,osm
link_r8677147_w625040529,place_r8677147,place_w625040529,adjacent,osm
link_r8677147_r8682400,place_r8677147,place_r8682400,adjacent,osm
link_w624645059_w624646391,place_w624645059,place_w624646391,adjacent,osm
link_w624645059_r8677159,place_w624645059,place_r8677159,adjacent,osm
link_w624645059_w625040529,place_w624645059,place_w625040529,adjacent,osm
link_w624645059_r8682400,place_w624645059,place_r8682400,adjacent,osm
link_r8677156_r8677149,place_r8677156,place_r8677149,adjacent,osm
link_r8677159_r8677247,place_r8677159,place_r8677247,adjacent,osm
link_r8677159_w624653131,place_r8677159,place_w624653131,adjacent,osm
link_r8677159_r8685206,place_r8677159,place_r8685206,adjacent,osm
link_r8677159_w625124636,place_r8677159,place_w625124636,adjacent,osm
link_r8677159_w625042931,place_r8677159,place_w625042931,adjacent,osm
link_r8677159_r8682410,place_r8677159,place_r8682410,adjacent,osm
link_r8677159_w625040529,place_r8677159,place_w625040529,adjacent,osm
link_r8677159_r8682400,place_r8677159,place_r8682400,adjacent,osm
link_w624646391_r8677247,place_w624646391,place_r8677247,adjacent,osm
link_w624646391_w624653131,place_w624646391,place_w624653131,adjacent,osm
link_w624646391_r8685206,place_w624646391,place_r8685206,adjacent,osm
link_w624646391_w625124636,place_w624646391,place_w625124636,adjacent,osm
link_w624646391_w625042931,place_w624646391,place_w625042931,adjacent,osm
link_w624646391_r8682410,place_w624646391,place_r8682410,adjacent,osm
link_w624646391_w625040529,place_w624646391,place_w625040529,adjacent,osm
link_w624646391_r8682400,place_w624646391,place_r8682400,adjacent,osm
link_r8677149_r8677182,place_r8677149,place_r8677182,adjacent,osm
link_r8677182_r8677338,place_r8677182,place_r8677338,adjacent,osm
link_r8676946_r8677210,place_r8676946,place_r8677210,adjacent,osm
link_r8676946_r8677166,place_r8676946,place_r8677166,adjacent,osm
link_r8676946_r8669768,place_r8676946,place_r8669768,adjacent,osm
link_r8676946_r8677011,place_r8676946,place_r8677011,adjacent,osm
link_r8673420_r8677518,place_r8673420,place_r8677518,adjacent,osm
link_r8673420_r8670573,place_r8673420,place_r8670573,adjacent,osm
link_r8673420_r8673292,place_r8673420,place_r8673292,adjacent,osm
link_r8669768_r8677210,place_r8669768,place_r8677210,adjacent,osm
link_r8669768_r8678106,place_r8669768,place_r8678106,adjacent,osm
link_r8669768_r8669894,place_r8669768,place_r8669894,adjacent,osm
link_r8669768_r8677011,place_r8669768,place_r8677011,adjacent,osm
link_r8677247_w624656958,place_r8677247,place_w624656958,adjacent,osm
link_r8677247_r8677296,place_r8677247,place_r8677296,adjacent,osm
link_r8677247_r8685206,place_r8677247,place_r8685206,adjacent,osm
link_r8677247_w625124636,place_r8677247,place_w625124636,adjacent,osm
link_w624653131_w624656958,place_w624653131,place_w624656958,adjacent,osm
link_w624653131_r8677296,place_w624653131,place_r8677296,adjacent,osm
link_w624653131_r8685206,place_w624653131,place_r8685206,adjacent,osm
link_w624653131_w625124636,place_w624653131,place_w625124636,adjacent,osm
link_r8677210_r8677293,place_r8677210,place_r8677293,adjacent,osm
link_r8677210_r8677250,place_r8677210,place_r8677250,adjacent,osm
link_r8677210_r20192934,place_r8677210,place_r20192934,adjacent,osm
link_r8677210_r8678058,place_r8677210,place_r8678058,adjacent,osm
link_r8677210_r8678106,place_r8677210,place_r8678106,adjacent,osm
link_r8677210_r8677166,place_r8677210,place_r8677166,adjacent,osm
link_r8677257_r20194083,place_r8677257,place_r20194083,adjacent,osm
link_r8677257_r20193911,place_r8677257,place_r20193911,adjacent,osm
link_r8677257_r8677294,place_r8677257,place_r8677294,adjacent,osm
link_r8677095_r8672842,place_r8677095,place_r8672842,adjacent,osm
link_r8677095_r8672371,place_r8677095,place_r8672371,adjacent,osm
link_r8677095_r15740141,place_r8677095,place_r15740141,adjacent,osm
link_r8677312_r8677057,place_r8677312,place_r8677057,adjacent,osm
link_r8677312_r8677188,place_r8677312,place_r8677188,adjacent,osm
link_r8677312_r8683060,place_r8677312,place_r8683060,adjacent,osm
link_r8677312_r8677242,place_r8677312,place_r8677242,adjacent,osm
link_r8677312_r8677288,place_r8677312,place_r8677288,adjacent,osm
link_r8677312_r8677154,place_r8677312,place_r8677154,adjacent,osm
link_r8677290_r8676533,place_r8677290,place_r8676533,adjacent,osm
link_r8677290_r8676614,place_r8677290,place_r8676614,adjacent,osm
link_r8677290_r8676622,place_r8677290,place_r8676622,adjacent,osm
link_r8677290_r8677572,place_r8677290,place_r8677572,adjacent,osm
link_r8677290_r8676632,place_r8677290,place_r8676632,adjacent,osm
link_r8677290_r8677252,place_r8677290,place_r8677252,adjacent,osm
link_r8677290_r8677350,place_r8677290,place_r8677350,adjacent,osm
link_r8677296_r8677315,place_r8677296,place_r8677315,adjacent,osm
link_r8677296_w624661253,place_r8677296,place_w624661253,adjacent,osm
link_r8677296_r8685151,place_r8677296,place_r8685151,adjacent,osm
link_r8677296_w625121226,place_r8677296,place_w625121226,adjacent,osm
link_r8677296_r8685206,place_r8677296,place_r8685206,adjacent,osm
link_r8677296_w625124636,place_r8677296,place_w625124636,adjacent,osm
link_w624656958_r8677315,place_w624656958,place_r8677315,adjacent,osm
link_w624656958_w624661253,place_w624656958,place_w624661253,adjacent,osm
link_w624656958_r8685151,place_w624656958,place_r8685151,adjacent,osm
link_w624656958_w625121226,place_w624656958,place_w625121226,adjacent,osm
link_w624656958_r8685206,place_w624656958,place_r8685206,adjacent,osm
link_w624656958_w625124636,place_w624656958,place_w625124636,adjacent,osm
link_r8677305_r8682588,place_r8677305,place_r8682588,adjacent,osm
link_r8677305_r8677103,place_r8677305,place_r8677103,adjacent,osm
link_r8677305_r8682407,place_r8677305,place_r8682407,adjacent,osm
link_r8677305_r8677102,place_r8677305,place_r8677102,adjacent,osm
link_r8677305_r8682370,place_r8677305,place_r8682370,adjacent,osm
link_r8677305_r8682369,place_r8677305,place_r8682369,adjacent,osm
link_r8677305_r8677101,place_r8677305,place_r8677101,adjacent,osm
link_r20197171_r8677308,place_r20197171,place_r8677308,adjacent,osm
link_r20197171_r8672789,place_r20197171,place_r8672789,adjacent,osm
link_r20197171_r8677307,place_r20197171,place_r8677307,adjacent,osm
link_r20197171_r8682922,place_r20197171,place_r8682922,adjacent,osm
link_r8677307_r8677308,place_r8677307,place_r8677308,adjacent,osm
link_r8677307_r8672789,place_r8677307,place_r8672789,adjacent,osm
link_r8677307_r8672791,place_r8677307,place_r8672791,adjacent,osm
link_r8677307_r8682922,place_r8677307,place_r8682922,adjacent,osm
link_r8677307_r8682919,place_r8677307,place_r8682919,adjacent,osm
link_r8677311_r8677294,place_r8677311,place_r8677294,adjacent,osm
link_r8677311_r20194094,place_r8677311,place_r20194094,adjacent,osm
link_r8677311_r20194119,place_r8677311,place_r20194119,adjacent,osm
link_r8677315_r8677409,place_r8677315,place_r8677409,adjacent,osm
link_r8677315_w624669129,place_r8677315,place_w624669129,adjacent,osm
link_r8677315_r8677352,place_r8677315,place_r8677352,adjacent,osm
link_r8677315_w624666051,place_r8677315,place_w624666051,adjacent,osm
link_r8677315_r8685151,place_r8677315,place_r8685151,adjacent,osm
link_r8677315_w625121226,place_r8677315,place_w625121226,adjacent,osm
link_w624661253_r8677409,place_w624661253,place_r8677409,adjacent,osm
link_w624661253_w624669129,place_w624661253,place_w624669129,adjacent,osm
link_w624661253_r8677352,place_w624661253,place_r8677352,adjacent,osm
link_w624661253_w624666051,place_w624661253,place_w624666051,adjacent,osm
link_w624661253_r8685151,place_w624661253,place_r8685151,adjacent,osm
link_w624661253_w625121226,place_w624661253,place_w625121226,adjacent,osm
link_r8673291_r8677335,place_r8673291,place_r8677335,adjacent,osm
link_r8673291_r8672998,place_r8673291,place_r8672998,adjacent,osm
link_r8677339_r8677454,place_r8677339,place_r8677454,adjacent,osm
link_r8677339_r8677500,place_r8677339,place_r8677500,adjacent,osm
link_r8677339_r8677848,place_r8677339,place_r8677848,adjacent,osm
link_r8677339_r8677258,place_r8677339,place_r8677258,adjacent,osm
link_r8677339_r8676978,place_r8677339,place_r8676978,adjacent,osm
link_r8677339_r8676977,place_r8677339,place_r8676977,adjacent,osm
link_r8677339_r8677919,place_r8677339,place_r8677919,adjacent,osm
link_r8677350_r8677572,place_r8677350,place_r8677572,adjacent,osm
link_r8677350_r8677252,place_r8677350,place_r8677252,adjacent,osm
link_r8677350_r8678159,place_r8677350,place_r8678159,adjacent,osm
link_r8677352_r8677409,place_r8677352,place_r8677409,adjacent,osm
link_r8677352_w624669129,place_r8677352,place_w624669129,adjacent,osm
link_r8677352_w624675912,place_r8677352,place_w624675912,adjacent,osm
link_r8677352_r8677514,place_r8677352,place_r8677514,adjacent,osm
link_r8677352_r8685084,place_r8677352,place_r8685084,adjacent,osm
link_r8677352_w625119112,place_r8677352,place_w625119112,adjacent,osm
link_r8677352_r8685151,place_r8677352,place_r8685151,adjacent,osm
link_r8677352_w625121226,place_r8677352,place_w625121226,adjacent,osm
link_w624666051_r8677409,place_w624666051,place_r8677409,adjacent,osm
link_w624666051_w624669129,place_w624666051,place_w624669129,adjacent,osm
link_w624666051_w624675912,place_w624666051,place_w624675912,adjacent,osm
link_w624666051_r8677514,place_w624666051,place_r8677514,adjacent,osm
link_w624666051_r8685084,place_w624666051,place_r8685084,adjacent,osm
link_w624666051_w625119112,place_w624666051,place_w625119112,adjacent,osm
link_w624666051_r8685151,place_w624666051,place_r8685151,adjacent,osm
link_w624666051_w625121226,place_w624666051,place_w625121226,adjacent,osm
link_r8677409_w624674052,place_r8677409,place_w624674052,adjacent,osm
link_r8677409_r8677481,place_r8677409,place_r8677481,adjacent,osm
link_r8677409_w624675912,place_r8677409,place_w624675912,adjacent,osm
link_r8677409_r8677514,place_r8677409,place_r8677514,adjacent,osm
link_w624669129_w624674052,place_w624669129,place_w624674052,adjacent,osm
link_w624669129_r8677481,place_w624669129,place_r8677481,adjacent,osm
link_w624669129_w624675912,place_w624669129,place_w624675912,adjacent,osm
link_w624669129_r8677514,place_w624669129,place_r8677514,adjacent,osm
link_r8677397_r8677728,place_r8677397,place_r8677728,adjacent,osm
link_r8677397_r8677532,place_r8677397,place_r8677532,adjacent,osm
link_r8677397_r8677498,place_r8677397,place_r8677498,adjacent,osm
link_r8677397_r20193874,place_r8677397,place_r20193874,adjacent,osm
link_r8677397_r8677458,place_r8677397,place_r8677458,adjacent,osm
link_r8677458_r20193874,place_r8677458,place_r20193874,adjacent,osm
link_r8677458_r8677470,place_r8677458,place_r8677470,adjacent,osm
link_r8677458_r20193922,place_r8677458,place_r20193922,adjacent,osm
link_r8677458_r8672189,place_r8677458,place_r8672189,adjacent,osm
link_r8670429_r8678234,place_r8670429,place_r8678234,adjacent,osm
link_r8670429_r8672302,place_r8670429,place_r8672302,adjacent,osm
link_r8670429_r8677464,place_r8670429,place_r8677464,adjacent,osm
link_r8677481_w624675912,place_r8677481,place_w624675912,adjacent,osm
link_r8677481_r8677514,place_r8677481,place_r8677514,adjacent,osm
link_r8677481_w624677689,place_r8677481,place_w624677689,adjacent,osm
link_r8677481_r8677531,place_r8677481,place_r8677531,adjacent,osm
link_r8677481_w624713899,place_r8677481,place_w624713899,adjacent,osm
link_r8677481_r8678068,place_r8677481,place_r8678068,adjacent,osm
link_r8677481_w624680962,place_r8677481,place_w624680962,adjacent,osm
link_r8677481_r8677643,place_r8677481,place_r8677643,adjacent,osm
link_w624674052_w624675912,place_w624674052,place_w624675912,adjacent,osm
link_w624674052_r8677514,place_w624674052,place_r8677514,adjacent,osm
link_w624674052_w624677689,place_w624674052,place_w624677689,adjacent,osm
link_w624674052_r8677531,place_w624674052,place_r8677531,adjacent,osm
link_w624674052_w624713899,place_w624674052,place_w624713899,adjacent,osm
link_w624674052_r8678068,place_w624674052,place_r8678068,adjacent,osm
link_w624674052_w624680962,place_w624674052,place_w624680962,adjacent,osm
link_w624674052_r8677643,place_w624674052,place_r8677643,adjacent,osm
link_r8677498_r8677728,place_r8677498,place_r8677728,adjacent,osm
link_r8677498_r8677532,place_r8677498,place_r8677532,adjacent,osm
link_r8677498_r8677683,place_r8677498,place_r8677683,adjacent,osm
link_r8677500_r8677454,place_r8677500,place_r8677454,adjacent,osm
link_r8677514_w624677689,place_r8677514,place_w624677689,adjacent,osm
link_r8677514_r8677531,place_r8677514,place_r8677531,adjacent,osm
link_r8677514_r8685084,place_r8677514,place_r8685084,adjacent,osm
link_r8677514_w625119112,place_r8677514,place_w625119112,adjacent,osm
link_r8677514_w625046366,place_r8677514,place_w625046366,adjacent,osm
link_r8677514_r8682447,place_r8677514,place_r8682447,adjacent,osm
link_w624675912_w624677689,place_w624675912,place_w624677689,adjacent,osm
link_w624675912_r8677531,place_w624675912,place_r8677531,adjacent,osm
link_w624675912_r8685084,place_w624675912,place_r8685084,adjacent,osm
link_w624675912_w625119112,place_w624675912,place_w625119112,adjacent,osm
link_w624675912_w625046366,place_w624675912,place_w625046366,adjacent,osm
link_w624675912_r8682447,place_w624675912,place_r8682447,adjacent,osm
link_r8675669_r8683059,place_r8675669,place_r8683059,adjacent,osm
link_r8675669_r8683153,place_r8675669,place_r8683153,adjacent,osm
link_r8675669_r8678581,place_r8675669,place_r8678581,adjacent,osm
link_r8675669_r8678398,place_r8675669,place_r8678398,adjacent,osm
link_r8675669_r8674726,place_r8675669,place_r8674726,adjacent,osm
link_r8677531_w624680962,place_r8677531,place_w624680962,adjacent,osm
link_r8677531_r8677643,place_r8677531,place_r8677643,adjacent,osm
link_r8677531_w625046366,place_r8677531,place_w625046366,adjacent,osm
link_r8677531_r8682447,place_r8677531,place_r8682447,adjacent,osm
link_w624677689_w624680962,place_w624677689,place_w624680962,adjacent,osm
link_w624677689_r8677643,place_w624677689,place_r8677643,adjacent,osm
link_w624677689_w625046366,place_w624677689,place_w625046366,adjacent,osm
link_w624677689_r8682447,place_w624677689,place_r8682447,adjacent,osm
link_r8677532_r20193959,place_r8677532,place_r20193959,adjacent,osm
link_r8677532_r8677728,place_r8677532,place_r8677728,adjacent,osm
link_r8677532_r8677683,place_r8677532,place_r8677683,adjacent,osm
link_r8672820_r8677629,place_r8672820,place_r8677629,adjacent,osm
link_r8672820_r8672842,place_r8672820,place_r8672842,adjacent,osm
link_r8672820_r8677538,place_r8672820,place_r8677538,adjacent,osm
link_r8672820_r8682536,place_r8672820,place_r8682536,adjacent,osm
link_r8672820_r8672371,place_r8672820,place_r8672371,adjacent,osm
link_r8672842_r8672513,place_r8672842,place_r8672513,adjacent,osm
link_r8672842_r14379447,place_r8672842,place_r14379447,adjacent,osm
