id,scheme_id:id,code,name,name_en,level,parent_id:id
kc_isced_0917,kscheme_isced_f_2013,0917,طب و درمان سنتی و مکمل,Traditional and complementary medicine and therapy,detailed,kc_isced_091
kc_isced_0919,kscheme_isced_f_2013,0919,سلامت، طبقه‌بندی‌نشده در جای دیگر,Health not elsewhere classified,detailed,kc_isced_091
kc_isced_0920,kscheme_isced_f_2013,0920,رفاه اجتماعی، بدون تعریف دقیق‌تر,Welfare not further defined,detailed,kc_isced_092
kc_isced_0921,kscheme_isced_f_2013,0921,مراقبت از سالمندان و بزرگسالان دارای معلولیت,Care of the elderly and of disabled adults,detailed,kc_isced_092
kc_isced_0922,kscheme_isced_f_2013,0922,مراقبت از کودکان و خدمات جوانان,Child care and youth services,detailed,kc_isced_092
kc_isced_0923,kscheme_isced_f_2013,0923,مددکاری اجتماعی و مشاوره,Social work and counselling,detailed,kc_isced_092
kc_isced_0929,kscheme_isced_f_2013,0929,رفاه اجتماعی، طبقه‌بندی‌نشده در جای دیگر,Welfare not elsewhere classified,detailed,kc_isced_092
kc_isced_0988,kscheme_isced_f_2013,0988,برنامه‌ها و مدارک میان‌رشته‌ای در حوزه سلامت و رفاه اجتماعی,Inter-disciplinary programmes and qualifications involving health and welfare,detailed,kc_isced_098
kc_isced_0999,kscheme_isced_f_2013,0999,سلامت و رفاه اجتماعی، طبقه‌بندی‌نشده در جای دیگر,Health and welfare not elsewhere classified,detailed,kc_isced_099
kc_isced_1000,kscheme_isced_f_2013,1000,خدمات، بدون تعریف دقیق‌تر,Services not further defined,detailed,kc_isced_100
kc_isced_1010,kscheme_isced_f_2013,1010,خدمات فردی، بدون تعریف دقیق‌تر,Personal services not further defined,detailed,kc_isced_101
kc_isced_1011,kscheme_isced_f_2013,1011,خدمات خانگی,Domestic services,detailed,kc_isced_101
kc_isced_1012,kscheme_isced_f_2013,1012,خدمات آرایش مو و زیبایی,Hair and beauty services,detailed,kc_isced_101
kc_isced_1013,kscheme_isced_f_2013,1013,هتل‌داری، رستوران‌داری و پذیرایی,"Hotel, restaurants and catering",detailed,kc_isced_101
kc_isced_1014,kscheme_isced_f_2013,1014,ورزش,Sports,detailed,kc_isced_101
kc_isced_1015,kscheme_isced_f_2013,1015,سفر، گردشگری و اوقات فراغت,"Travel, tourism and leisure",detailed,kc_isced_101
kc_isced_1019,kscheme_isced_f_2013,1019,خدمات فردی، طبقه‌بندی‌نشده در جای دیگر,Personal services not elsewhere classified,detailed,kc_isced_101
kc_isced_1020,kscheme_isced_f_2013,1020,خدمات بهداشت عمومی و بهداشت حرفه‌ای، بدون تعریف دقیق‌تر,Hygiene and occupational health services not further defined,detailed,kc_isced_102
kc_isced_1021,kscheme_isced_f_2013,1021,بهداشت محیط جامعه,Community sanitation,detailed,kc_isced_102
kc_isced_1022,kscheme_isced_f_2013,1022,ایمنی و بهداشت حرفه‌ای,Occupational health and safety,detailed,kc_isced_102
kc_isced_1029,kscheme_isced_f_2013,1029,خدمات بهداشت عمومی و بهداشت حرفه‌ای، طبقه‌بندی‌نشده در جای دیگر,Hygiene and occupational health services not elsewhere classified,detailed,kc_isced_102
kc_isced_1030,kscheme_isced_f_2013,1030,خدمات امنیتی و حفاظتی، بدون تعریف دقیق‌تر,Security services not further defined,detailed,kc_isced_103
kc_isced_1031,kscheme_isced_f_2013,1031,نظامی و دفاعی,Military and defence,detailed,kc_isced_103
kc_isced_1032,kscheme_isced_f_2013,1032,حفاظت از اشخاص و اموال,Protection of persons and property,detailed,kc_isced_103
kc_isced_1039,kscheme_isced_f_2013,1039,خدمات امنیتی و حفاظتی، طبقه‌بندی‌نشده در جای دیگر,Security services not elsewhere classified,detailed,kc_isced_103
kc_isced_1041,kscheme_isced_f_2013,1041,خدمات حمل‌ونقل,Transport services,detailed,kc_isced_104
kc_isced_1088,kscheme_isced_f_2013,1088,برنامه‌ها و مدارک میان‌رشته‌ای در حوزه خدمات,Inter-disciplinary programmes and qualifications involving services,detailed,kc_isced_108
kc_isced_1099,kscheme_isced_f_2013,1099,خدمات، طبقه‌بندی‌نشده در جای دیگر,Services not elsewhere classified,detailed,kc_isced_109
kc_isced_9999,kscheme_isced_f_2013,9999,رشته نامعلوم,Field unknown,detailed,kc_isced_999
kc_isco_0,kscheme_isco_08,0,مشاغل نیروهای مسلح,Armed Forces Occupations,major,
kc_isco_1,kscheme_isco_08,1,مدیران,Managers,major,
kc_isco_2,kscheme_isco_08,2,متخصصان,Professionals,major,
kc_isco_3,kscheme_isco_08,3,کاردانان فنی و دستیاران متخصص,Technicians and Associate Professionals,major,
kc_isco_4,kscheme_isco_08,4,کارکنان پشتیبانی دفتری,Clerical Support Workers,major,
kc_isco_5,kscheme_isco_08,5,کارکنان خدمات و فروش,Service and Sales Workers,major,
kc_isco_6,kscheme_isco_08,6,کارکنان ماهر کشاورزی، جنگلداری و ماهیگیری,"Skilled Agricultural, Forestry and Fishery Workers",major,
kc_isco_7,kscheme_isco_08,7,کارکنان صنایع دستی و حرفه‌های وابسته,Craft and Related Trades Workers,major,
kc_isco_8,kscheme_isco_08,8,اپراتورهای تأسیسات و ماشین‌آلات و مونتاژکاران,"Plant and Machine Operators, and Assemblers",major,
kc_isco_9,kscheme_isco_08,9,مشاغل ساده,Elementary Occupations,major,
kc_isco_01,kscheme_isco_08,01,افسران نیروهای مسلح,Commissioned Armed Forces Officers,sub_major,kc_isco_0
kc_isco_02,kscheme_isco_08,02,درجه‌داران نیروهای مسلح,Non-commissioned Armed Forces Officers,sub_major,kc_isco_0
kc_isco_03,kscheme_isco_08,03,مشاغل نیروهای مسلح، سایر رده‌ها,"Armed Forces Occupations, Other Ranks",sub_major,kc_isco_0
kc_isco_11,kscheme_isco_08,11,مدیران ارشد اجرایی، مقامات عالی‌رتبه و قانون‌گذاران,"Chief Executives, Senior Officials and Legislators",sub_major,kc_isco_1
kc_isco_12,kscheme_isco_08,12,مدیران اداری و تجاری,Administrative and Commercial Managers,sub_major,kc_isco_1
kc_isco_13,kscheme_isco_08,13,مدیران تولید و خدمات تخصصی,Production and Specialized Services Managers,sub_major,kc_isco_1
kc_isco_14,kscheme_isco_08,14,مدیران مهمان‌نوازی، خرده‌فروشی و سایر خدمات,"Hospitality, Retail and Other Services Managers",sub_major,kc_isco_1
kc_isco_21,kscheme_isco_08,21,متخصصان علوم و مهندسی,Science and Engineering Professionals,sub_major,kc_isco_2
kc_isco_22,kscheme_isco_08,22,متخصصان سلامت,Health Professionals,sub_major,kc_isco_2
kc_isco_23,kscheme_isco_08,23,متخصصان آموزش,Teaching Professionals,sub_major,kc_isco_2
kc_isco_24,kscheme_isco_08,24,متخصصان کسب‌وکار و امور اداری,Business and Administration Professionals,sub_major,kc_isco_2
kc_isco_25,kscheme_isco_08,25,متخصصان فناوری اطلاعات و ارتباطات,Information and Communications Technology Professionals,sub_major,kc_isco_2
kc_isco_26,kscheme_isco_08,26,متخصصان حقوقی، اجتماعی و فرهنگی,"Legal, Social and Cultural Professionals",sub_major,kc_isco_2
kc_isco_31,kscheme_isco_08,31,دستیاران متخصص علوم و مهندسی,Science and Engineering Associate Professionals,sub_major,kc_isco_3
kc_isco_32,kscheme_isco_08,32,دستیاران متخصص سلامت,Health Associate Professionals,sub_major,kc_isco_3
kc_isco_33,kscheme_isco_08,33,دستیاران متخصص کسب‌وکار و امور اداری,Business and Administration Associate Professionals,sub_major,kc_isco_3
kc_isco_34,kscheme_isco_08,34,دستیاران متخصص حقوقی، اجتماعی، فرهنگی و موارد وابسته,"Legal, Social, Cultural and Related Associate Professionals",sub_major,kc_isco_3
kc_isco_35,kscheme_isco_08,35,کاردانان فناوری اطلاعات و ارتباطات,Information and Communications Technicians,sub_major,kc_isco_3
kc_isco_41,kscheme_isco_08,41,کارمندان دفتری عمومی و صفحه‌کلیدی,General and Keyboard Clerks,sub_major,kc_isco_4
kc_isco_42,kscheme_isco_08,42,کارمندان خدمات مشتری,Customer Services Clerks,sub_major,kc_isco_4
kc_isco_43,kscheme_isco_08,43,کارمندان ثبت ارقام و ثبت اقلام,Numerical and Material Recording Clerks,sub_major,kc_isco_4
kc_isco_44,kscheme_isco_08,44,سایر کارکنان پشتیبانی دفتری,Other Clerical Support Workers,sub_major,kc_isco_4
kc_isco_51,kscheme_isco_08,51,کارکنان خدمات شخصی,Personal Services Workers,sub_major,kc_isco_5
kc_isco_52,kscheme_isco_08,52,کارکنان فروش,Sales Workers,sub_major,kc_isco_5
kc_isco_53,kscheme_isco_08,53,کارکنان مراقبت شخصی,Personal Care Workers,sub_major,kc_isco_5
kc_isco_54,kscheme_isco_08,54,کارکنان خدمات حفاظتی,Protective Services Workers,sub_major,kc_isco_5
kc_isco_61,kscheme_isco_08,61,کارکنان ماهر کشاورزی بازارمحور,Market-oriented Skilled Agricultural Workers,sub_major,kc_isco_6
kc_isco_62,kscheme_isco_08,62,کارکنان ماهر جنگلداری، ماهیگیری و شکار بازارمحور,"Market-oriented Skilled Forestry, Fishery and Hunting Workers",sub_major,kc_isco_6
kc_isco_63,kscheme_isco_08,63,کشاورزان، ماهیگیران، شکارچیان و گردآورندگان معیشتی,"Subsistence Farmers, Fishers, Hunters and Gatherers",sub_major,kc_isco_6
kc_isco_71,kscheme_isco_08,71,کارکنان حرفه‌های ساختمانی و وابسته (به‌جز برق‌کاران),Building and Related Trades Workers (excluding Electricians),sub_major,kc_isco_7
kc_isco_72,kscheme_isco_08,72,کارکنان حرفه‌های فلز، ماشین‌آلات و وابسته,"Metal, Machinery and Related Trades Workers",sub_major,kc_isco_7
kc_isco_73,kscheme_isco_08,73,کارکنان صنایع دستی و چاپ,Handicraft and Printing Workers,sub_major,kc_isco_7
kc_isco_74,kscheme_isco_08,74,کارکنان حرفه‌های برق و الکترونیک,Electrical and Electronics Trades Workers,sub_major,kc_isco_7
kc_isco_75,kscheme_isco_08,75,کارکنان فرآوری مواد غذایی، نجاری، پوشاک و سایر صنایع دستی و حرفه‌های وابسته,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",sub_major,kc_isco_7
kc_isco_81,kscheme_isco_08,81,اپراتورهای تأسیسات و ماشین‌آلات ثابت,Stationary Plant and Machine Operators,sub_major,kc_isco_8
kc_isco_82,kscheme_isco_08,82,مونتاژکاران,Assemblers,sub_major,kc_isco_8
kc_isco_83,kscheme_isco_08,83,رانندگان و اپراتورهای ماشین‌آلات متحرک,Drivers and Mobile Plant Operators,sub_major,kc_isco_8
kc_isco_91,kscheme_isco_08,91,نظافت‌کاران و کمک‌کاران,Cleaners and Helpers,sub_major,kc_isco_9
kc_isco_92,kscheme_isco_08,92,کارکنان ساده کشاورزی، جنگلداری و ماهیگیری,"Agricultural, Forestry and Fishery Labourers",sub_major,kc_isco_9
kc_isco_93,kscheme_isco_08,93,کارکنان ساده معدن، ساخت‌وساز، تولید صنعتی و حمل‌ونقل,"Labourers in Mining, Construction, Manufacturing and Transport",sub_major,kc_isco_9
kc_isco_94,kscheme_isco_08,94,دستیاران آماده‌سازی غذا,Food Preparation Assistants,sub_major,kc_isco_9
kc_isco_95,kscheme_isco_08,95,کارکنان فروش و خدمات خیابانی و وابسته,Street and Related Sales and Services Workers,sub_major,kc_isco_9
kc_isco_96,kscheme_isco_08,96,کارکنان جمع‌آوری پسماند و سایر مشاغل ساده,Refuse Workers and Other Elementary Workers,sub_major,kc_isco_9
kc_isco_011,kscheme_isco_08,011,افسران نیروهای مسلح,Commissioned Armed Forces Officers,minor,kc_isco_01
kc_isco_021,kscheme_isco_08,021,درجه‌داران نیروهای مسلح,Non-commissioned Armed Forces Officers,minor,kc_isco_02
kc_isco_031,kscheme_isco_08,031,مشاغل نیروهای مسلح، سایر رده‌ها,"Armed Forces Occupations, Other Ranks",minor,kc_isco_03
kc_isco_111,kscheme_isco_08,111,قانون‌گذاران و مقامات عالی‌رتبه,Legislators and Senior Officials,minor,kc_isco_11
kc_isco_112,kscheme_isco_08,112,مدیران عامل و مدیران ارشد اجرایی,Managing Directors and Chief Executives,minor,kc_isco_11
kc_isco_121,kscheme_isco_08,121,مدیران خدمات کسب‌وکار و امور اداری,Business Services and Administration Managers,minor,kc_isco_12
kc_isco_122,kscheme_isco_08,122,مدیران فروش، بازاریابی و توسعه,"Sales, Marketing and Development Managers",minor,kc_isco_12
kc_isco_131,kscheme_isco_08,131,مدیران تولید در کشاورزی، جنگلداری و شیلات,"Production Managers in Agriculture, Forestry and Fisheries",minor,kc_isco_13
kc_isco_132,kscheme_isco_08,132,مدیران تولید صنعتی، معدن، ساخت‌وساز و توزیع,"Manufacturing, Mining, Construction and Distribution Managers",minor,kc_isco_13
kc_isco_133,kscheme_isco_08,133,مدیران خدمات فناوری اطلاعات و ارتباطات,Information and Communications Technology Services Managers,minor,kc_isco_13
kc_isco_134,kscheme_isco_08,134,مدیران خدمات حرفه‌ای,Professional Services Managers,minor,kc_isco_13
kc_isco_141,kscheme_isco_08,141,مدیران هتل و رستوران,Hotel and Restaurant Managers,minor,kc_isco_14
kc_isco_142,kscheme_isco_08,142,مدیران تجارت خرده‌فروشی و عمده‌فروشی,Retail and Wholesale Trade Managers,minor,kc_isco_14
kc_isco_143,kscheme_isco_08,143,مدیران سایر خدمات,Other Services Managers,minor,kc_isco_14
kc_isco_211,kscheme_isco_08,211,متخصصان علوم فیزیکی و علوم زمین,Physical and Earth Science Professionals,minor,kc_isco_21
kc_isco_212,kscheme_isco_08,212,ریاضی‌دانان، آمارگران بیمه (اکچوئرها) و آمارشناسان,"Mathematicians, Actuaries and Statisticians",minor,kc_isco_21
kc_isco_213,kscheme_isco_08,213,متخصصان علوم زیستی,Life Science Professionals,minor,kc_isco_21
kc_isco_214,kscheme_isco_08,214,متخصصان مهندسی (به‌جز برق و الکترونیک),Engineering Professionals (excluding Electrotechnology),minor,kc_isco_21
kc_isco_215,kscheme_isco_08,215,مهندسان برق، الکترونیک و مخابرات,Electrotechnology Engineers,minor,kc_isco_21
kc_isco_216,kscheme_isco_08,216,معماران، برنامه‌ریزان، نقشه‌برداران و طراحان,"Architects, Planners, Surveyors and Designers",minor,kc_isco_21
kc_isco_221,kscheme_isco_08,221,پزشکان,Medical Doctors,minor,kc_isco_22
kc_isco_222,kscheme_isco_08,222,متخصصان پرستاری و مامایی,Nursing and Midwifery Professionals,minor,kc_isco_22
kc_isco_223,kscheme_isco_08,223,متخصصان طب سنتی و مکمل,Traditional and Complementary Medicine Professionals,minor,kc_isco_22
kc_isco_224,kscheme_isco_08,224,متخصصان پیراپزشکی,Paramedical Practitioners,minor,kc_isco_22
kc_isco_225,kscheme_isco_08,225,دامپزشکان,Veterinarians,minor,kc_isco_22
kc_isco_226,kscheme_isco_08,226,سایر متخصصان سلامت,Other Health Professionals,minor,kc_isco_22
kc_isco_231,kscheme_isco_08,231,مدرسان دانشگاه و آموزش عالی,University and Higher Education Teachers,minor,kc_isco_23
kc_isco_232,kscheme_isco_08,232,مدرسان آموزش فنی و حرفه‌ای,Vocational Education Teachers,minor,kc_isco_23
kc_isco_233,kscheme_isco_08,233,دبیران آموزش متوسطه,Secondary Education Teachers,minor,kc_isco_23
kc_isco_234,kscheme_isco_08,234,آموزگاران دبستان و مربیان خردسالان,Primary School and Early Childhood Teachers,minor,kc_isco_23
kc_isco_235,kscheme_isco_08,235,سایر متخصصان آموزش,Other Teaching Professionals,minor,kc_isco_23
kc_isco_241,kscheme_isco_08,241,متخصصان مالی,Finance Professionals,minor,kc_isco_24
kc_isco_242,kscheme_isco_08,242,متخصصان امور اداری,Administration Professionals,minor,kc_isco_24
kc_isco_243,kscheme_isco_08,243,متخصصان فروش، بازاریابی و روابط عمومی,"Sales, Marketing and Public Relations Professionals",minor,kc_isco_24
kc_isco_251,kscheme_isco_08,251,توسعه‌دهندگان و تحلیلگران نرم‌افزار و برنامه‌های کاربردی,Software and Applications Developers and Analysts,minor,kc_isco_25
kc_isco_252,kscheme_isco_08,252,متخصصان پایگاه داده و شبکه,Database and Network Professionals,minor,kc_isco_25
kc_isco_261,kscheme_isco_08,261,متخصصان حقوقی,Legal Professionals,minor,kc_isco_26
kc_isco_262,kscheme_isco_08,262,کتابداران، آرشیویست‌ها و متصدیان موزه,"Librarians, Archivists and Curators",minor,kc_isco_26
kc_isco_263,kscheme_isco_08,263,متخصصان اجتماعی و دینی,Social and Religious Professionals,minor,kc_isco_26
kc_isco_264,kscheme_isco_08,264,نویسندگان، روزنامه‌نگاران و زبان‌شناسان,"Authors, Journalists and Linguists",minor,kc_isco_26
kc_isco_265,kscheme_isco_08,265,هنرمندان آفرینشگر و اجراگر,Creative and Performing Artists,minor,kc_isco_26
kc_isco_311,kscheme_isco_08,311,کاردانان علوم فیزیکی و مهندسی,Physical and Engineering Science Technicians,minor,kc_isco_31
kc_isco_312,kscheme_isco_08,312,سرپرستان معدن، تولید صنعتی و ساخت‌وساز,"Mining, Manufacturing and Construction Supervisors",minor,kc_isco_31
kc_isco_313,kscheme_isco_08,313,کاردانان کنترل فرایند,Process Control Technicians,minor,kc_isco_31
kc_isco_314,kscheme_isco_08,314,کاردانان علوم زیستی و دستیاران متخصص وابسته,Life Science Technicians and Related Associate Professionals,minor,kc_isco_31
kc_isco_315,kscheme_isco_08,315,کنترل‌کنندگان و کاردانان کشتی و هواپیما,Ship and Aircraft Controllers and Technicians,minor,kc_isco_31
kc_isco_321,kscheme_isco_08,321,کاردانان پزشکی و دارویی,Medical and Pharmaceutical Technicians,minor,kc_isco_32
kc_isco_322,kscheme_isco_08,322,دستیاران متخصص پرستاری و مامایی,Nursing and Midwifery Associate Professionals,minor,kc_isco_32
kc_isco_323,kscheme_isco_08,323,دستیاران متخصص طب سنتی و مکمل,Traditional and Complementary Medicine Associate Professionals,minor,kc_isco_32
kc_isco_324,kscheme_isco_08,324,کاردانان و دستیاران دامپزشکی,Veterinary Technicians and Assistants,minor,kc_isco_32
kc_isco_325,kscheme_isco_08,325,سایر دستیاران متخصص سلامت,Other Health Associate Professionals,minor,kc_isco_32
kc_isco_331,kscheme_isco_08,331,دستیاران متخصص مالی و ریاضی,Financial and Mathematical Associate Professionals,minor,kc_isco_33
kc_isco_332,kscheme_isco_08,332,نمایندگان و کارگزاران فروش و خرید,Sales and Purchasing Agents and Brokers,minor,kc_isco_33
kc_isco_333,kscheme_isco_08,333,نمایندگان خدمات کسب‌وکار,Business Services Agents,minor,kc_isco_33
kc_isco_334,kscheme_isco_08,334,منشیان اداری و تخصصی,Administrative and Specialized Secretaries,minor,kc_isco_33
kc_isco_335,kscheme_isco_08,335,دستیاران متخصص نظارتی دولتی,Government Regulatory Associate Professionals,minor,kc_isco_33
kc_isco_341,kscheme_isco_08,341,دستیاران متخصص حقوقی، اجتماعی و دینی,"Legal, Social and Religious Associate Professionals",minor,kc_isco_34
kc_isco_342,kscheme_isco_08,342,کارکنان ورزش و آمادگی جسمانی,Sports and Fitness Workers,minor,kc_isco_34
kc_isco_343,kscheme_isco_08,343,دستیاران متخصص هنری، فرهنگی و آشپزی,"Artistic, Cultural and Culinary Associate Professionals",minor,kc_isco_34
kc_isco_351,kscheme_isco_08,351,کاردانان عملیات و پشتیبانی کاربران فناوری اطلاعات و ارتباطات,Information and Communications Technology Operations and User Support Technicians,minor,kc_isco_35
kc_isco_352,kscheme_isco_08,352,کاردانان مخابرات و پخش رادیو و تلویزیون,Telecommunications and Broadcasting Technicians,minor,kc_isco_35
kc_isco_411,kscheme_isco_08,411,کارمندان دفتری عمومی,General Office Clerks,minor,kc_isco_41
kc_isco_412,kscheme_isco_08,412,منشیان (عمومی),Secretaries (general),minor,kc_isco_41
kc_isco_413,kscheme_isco_08,413,اپراتورهای صفحه‌کلید,Keyboard Operators,minor,kc_isco_41
kc_isco_421,kscheme_isco_08,421,تحویلداران، وصول‌کنندگان وجه و کارمندان وابسته,"Tellers, Money Collectors and Related Clerks",minor,kc_isco_42
kc_isco_422,kscheme_isco_08,422,کارکنان اطلاع‌رسانی به مشتریان,Client Information Workers,minor,kc_isco_42
kc_isco_431,kscheme_isco_08,431,کارمندان امور ارقام,Numerical Clerks,minor,kc_isco_43
kc_isco_432,kscheme_isco_08,432,کارمندان ثبت اقلام و حمل‌ونقل,Material Recording and Transport Clerks,minor,kc_isco_43
kc_isco_441,kscheme_isco_08,441,سایر کارکنان پشتیبانی دفتری,Other Clerical Support Workers,minor,kc_isco_44
kc_isco_511,kscheme_isco_08,511,مهمانداران سفر، مأموران بلیت و مسافر، و راهنمایان,"Travel Attendants, Conductors and Guides",minor,kc_isco_51
kc_isco_512,kscheme_isco_08,512,آشپزها,Cooks,minor,kc_isco_51
kc_isco_513,kscheme_isco_08,513,کارکنان پذیرایی و متصدیان بار,Waiters and Bartenders,minor,kc_isco_51
kc_isco_514,kscheme_isco_08,514,آرایشگران مو، کارشناسان زیبایی و کارکنان وابسته,"Hairdressers, Beauticians and Related Workers",minor,kc_isco_51
kc_isco_515,kscheme_isco_08,515,سرپرستان ساختمان و خانه‌داری,Building and Housekeeping Supervisors,minor,kc_isco_51
kc_isco_516,kscheme_isco_08,516,سایر کارکنان خدمات شخصی,Other Personal Services Workers,minor,kc_isco_51
kc_isco_521,kscheme_isco_08,521,فروشندگان خیابانی و بازار,Street and Market Salespersons,minor,kc_isco_52
kc_isco_522,kscheme_isco_08,522,فروشندگان فروشگاه,Shop Salespersons,minor,kc_isco_52
kc_isco_523,kscheme_isco_08,523,صندوق‌داران و متصدیان فروش بلیت,Cashiers and Ticket Clerks,minor,kc_isco_52
kc_isco_524,kscheme_isco_08,524,سایر کارکنان فروش,Other Sales Workers,minor,kc_isco_52
kc_isco_531,kscheme_isco_08,531,مراقبان کودک و دستیاران معلم,Child Care Workers and Teachers' Aides,minor,kc_isco_53
kc_isco_532,kscheme_isco_08,532,کارکنان مراقبت شخصی در خدمات سلامت,Personal Care Workers in Health Services,minor,kc_isco_53
kc_isco_541,kscheme_isco_08,541,کارکنان خدمات حفاظتی,Protective Services Workers,minor,kc_isco_54
kc_isco_611,kscheme_isco_08,611,صیفی‌کاران بازارمحور و پرورش‌دهندگان محصولات زراعی,Market Gardeners and Crop Growers,minor,kc_isco_61
kc_isco_612,kscheme_isco_08,612,دامداران و پرورش‌دهندگان جانوران,Animal Producers,minor,kc_isco_61
kc_isco_613,kscheme_isco_08,613,تولیدکنندگان مختلط زراعی و دامی,Mixed Crop and Animal Producers,minor,kc_isco_61
kc_isco_621,kscheme_isco_08,621,کارکنان جنگلداری و کارکنان وابسته,Forestry and Related Workers,minor,kc_isco_62
kc_isco_622,kscheme_isco_08,622,کارکنان ماهیگیری، شکارچیان و تله‌گذاران,"Fishery Workers, Hunters and Trappers",minor,kc_isco_62
kc_isco_631,kscheme_isco_08,631,زارعان معیشتی,Subsistence Crop Farmers,minor,kc_isco_63
kc_isco_632,kscheme_isco_08,632,دامداران معیشتی,Subsistence Livestock Farmers,minor,kc_isco_63
kc_isco_633,kscheme_isco_08,633,کشاورزان معیشتی زراعی و دامی,Subsistence Mixed Crop and Livestock Farmers,minor,kc_isco_63
kc_isco_634,kscheme_isco_08,634,ماهیگیران، شکارچیان، تله‌گذاران و گردآورندگان معیشتی,"Subsistence Fishers, Hunters, Trappers and Gatherers",minor,kc_isco_63
kc_isco_711,kscheme_isco_08,711,کارکنان حرفه‌های اسکلت ساختمان و وابسته,Building Frame and Related Trades Workers,minor,kc_isco_71
kc_isco_712,kscheme_isco_08,712,کارکنان حرفه‌های تکمیلی ساختمان و وابسته,Building Finishers and Related Trades Workers,minor,kc_isco_71
kc_isco_713,kscheme_isco_08,713,نقاشان، نظافت‌کاران نمای ساختمان و کارکنان حرفه‌های وابسته,"Painters, Building Structure Cleaners and Related Trades Workers",minor,kc_isco_71
kc_isco_721,kscheme_isco_08,721,ورق‌کاران و سازه‌کاران فلزی، قالب‌گیران و جوشکاران و کارکنان وابسته,"Sheet and Structural Metal Workers, Moulders and Welders, and Related Workers",minor,kc_isco_72
kc_isco_722,kscheme_isco_08,722,آهنگران، قالب‌سازان و کارکنان حرفه‌های وابسته,"Blacksmiths, Toolmakers and Related Trades Workers",minor,kc_isco_72
kc_isco_723,kscheme_isco_08,723,مکانیک‌ها و تعمیرکاران ماشین‌آلات,Machinery Mechanics and Repairers,minor,kc_isco_72
kc_isco_731,kscheme_isco_08,731,کارکنان صنایع دستی,Handicraft Workers,minor,kc_isco_73
kc_isco_732,kscheme_isco_08,732,کارکنان حرفه‌های چاپ,Printing Trades Workers,minor,kc_isco_73
kc_isco_741,kscheme_isco_08,741,نصابان و تعمیرکاران تجهیزات برقی,Electrical Equipment Installers and Repairers,minor,kc_isco_74
kc_isco_742,kscheme_isco_08,742,نصابان و تعمیرکاران الکترونیک و مخابرات,Electronics and Telecommunications Installers and Repairers,minor,kc_isco_74
kc_isco_751,kscheme_isco_08,751,کارکنان فرآوری مواد غذایی و حرفه‌های وابسته,Food Processing and Related Trades Workers,minor,kc_isco_75
kc_isco_752,kscheme_isco_08,752,عمل‌آورندگان چوب، کابینت‌سازان و کارکنان حرفه‌های وابسته,"Wood Treaters, Cabinet-makers and Related Trades Workers",minor,kc_isco_75
kc_isco_753,kscheme_isco_08,753,کارکنان پوشاک و حرفه‌های وابسته,Garment and Related Trades Workers,minor,kc_isco_75
kc_isco_754,kscheme_isco_08,754,سایر کارکنان صنایع دستی و حرفه‌های وابسته,Other Craft and Related Workers,minor,kc_isco_75
kc_isco_811,kscheme_isco_08,811,اپراتورهای تأسیسات معدن و فرآوری مواد معدنی,Mining and Mineral Processing Plant Operators,minor,kc_isco_81
kc_isco_812,kscheme_isco_08,812,اپراتورهای تأسیسات فرآوری و تکمیل فلزات,Metal Processing and Finishing Plant Operators,minor,kc_isco_81
kc_isco_813,kscheme_isco_08,813,اپراتورهای تأسیسات و ماشین‌های فراورده‌های شیمیایی و عکاسی,Chemical and Photographic Products Plant and Machine Operators,minor,kc_isco_81
kc_isco_814,kscheme_isco_08,814,اپراتورهای ماشین‌های فراورده‌های لاستیکی، پلاستیکی و کاغذی,"Rubber, Plastic and Paper Products Machine Operators",minor,kc_isco_81
kc_isco_815,kscheme_isco_08,815,اپراتورهای ماشین‌های فراورده‌های نساجی، خز و چرم,"Textile, Fur and Leather Products Machine Operators",minor,kc_isco_81
kc_isco_816,kscheme_isco_08,816,اپراتورهای ماشین‌های مواد غذایی و فراورده‌های وابسته,Food and Related Products Machine Operators,minor,kc_isco_81
kc_isco_817,kscheme_isco_08,817,اپراتورهای تأسیسات فرآوری چوب و کاغذسازی,Wood Processing and Papermaking Plant Operators,minor,kc_isco_81
kc_isco_818,kscheme_isco_08,818,سایر اپراتورهای تأسیسات و ماشین‌آلات ثابت,Other Stationary Plant and Machine Operators,minor,kc_isco_81
kc_isco_821,kscheme_isco_08,821,مونتاژکاران,Assemblers,minor,kc_isco_82
kc_isco_831,kscheme_isco_08,831,رانندگان لکوموتیو و کارکنان وابسته,Locomotive Engine Drivers and Related Workers,minor,kc_isco_83
kc_isco_832,kscheme_isco_08,832,رانندگان خودروی سواری، ون و موتورسیکلت,"Car, Van and Motorcycle Drivers",minor,kc_isco_83
kc_isco_833,kscheme_isco_08,833,رانندگان کامیون سنگین و اتوبوس,Heavy Truck and Bus Drivers,minor,kc_isco_83
kc_isco_834,kscheme_isco_08,834,اپراتورهای ماشین‌آلات متحرک,Mobile Plant Operators,minor,kc_isco_83
kc_isco_835,kscheme_isco_08,835,خدمه عرشه کشتی و کارکنان وابسته,Ships' Deck Crews and Related Workers,minor,kc_isco_83
kc_isco_911,kscheme_isco_08,911,نظافت‌کاران و کمک‌کاران منازل، هتل‌ها و ادارات,"Domestic, Hotel and Office Cleaners and Helpers",minor,kc_isco_91
